,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt,Sentiment Score
2008-05-06,773.984,729.786,1693.027,599.096,1714.91,2166.69,1215.43,566.4858,-0.251273
2008-05-07,760.608,716.214,1696.839,599.393,1715.4,2162.41,1206.03,565.688,-0.257226
2008-05-08,763.702,719.549,1703.501,598.785,1714.46,2164.79,1196.44,565.6219,-0.239714
2008-05-09,759.201,720.05,1707.302,598.062,1712.21,2137.75,1188.61,565.6863,-0.232379
2008-05-12,767.428,733.235,1707.097,598.035,1711.43,2150.64,1194.11,565.6554,-0.255089
2008-05-13,767.763,736.853,1693.878,597.629,1711.2,2149.22,1205.59,564.6697,-0.245712
2008-05-14,770.761,736.067,1690.967,598.45,1710.79,2154.69,1207.58,564.0187,-0.260882
2008-05-15,779.124,743.382,1700.125,600.178,1711.48,2171.51,1221.4,565.5128,-0.24683
2008-05-16,780.507,741.175,1700.756,601.35,1713.11,2194.13,1240.31,566.8751,-0.25777
2008-05-19,780.781,738.451,1703.14,603.014,1715.31,2206.72,1249.73,567.669,-0.222328
2008-05-20,774.093,735.645,1708.049,603.095,1717.1,2186.79,1233.67,568.432,-0.203653
2008-05-21,761.583,727.106,1703.294,602.458,1717.32,2178.56,1233.11,568.3946,-0.202436
2008-05-22,763.608,733.009,1691.707,600.665,1717.88,2177.42,1221.95,566.7823,-0.213228
2008-05-23,753.866,724.101,1699.373,600.454,1718.44,2157.33,1207.96,566.6385,-0.225854
2008-05-27,758.851,734.389,1689.939,598.693,1718.69,2135.58,1191.98,566.2949,-0.189208
2008-05-28,762.354,738.459,1683.196,598.968,1718.84,2130.21,1195.46,565.6998,-0.198237
2008-05-29,766.374,745.551,1677.026,598.803,1719.82,2133.91,1201.86,565.4013,-0.187631
2008-05-30,768.28,748.282,1681.813,599.256,1720.51,2145.47,1210.04,566.4925,-0.190094
2008-06-02,760.675,741.017,1689.328,598.735,1721.87,2137.89,1207.75,567.6025,-0.220745
2008-06-03,756.664,739.003,1696.746,598.376,1723.1,2131.39,1190.64,568.4743,-0.216468
2008-06-04,756.418,743.71,1691.035,597.612,1725.11,2121.0,1173.46,568.2175,-0.228254
2008-06-05,771.424,763.266,1685.246,600.1,1726.84,2118.15,1184.5,568.0313,-0.224505
2008-06-06,748.334,740.368,1694.833,601.132,1729.3,2115.92,1182.84,568.264,-0.25586
2008-06-09,748.673,735.253,1689.104,600.376,1731.46,2093.75,1167.55,568.0843,-0.250262
2008-06-10,746.326,732.622,1676.582,599.015,1732.89,2044.95,1138.08,566.116,-0.260236
2008-06-11,733.78,717.884,1678.933,598.669,1733.5,2031.42,1131.43,565.5976,-0.265624
2008-06-12,735.845,719.837,1666.861,597.777,1734.97,2011.9,1123.12,563.5685,-0.264638
2008-06-13,746.971,733.612,1662.57,597.68,1735.84,2016.38,1120.03,562.7824,-0.262996
2008-06-16,747.784,740.737,1664.372,597.86,1737.46,2033.92,1132.98,562.6337,-0.253551
2008-06-17,743.316,736.571,1667.203,598.552,1739.25,2046.67,1143.87,562.43,-0.256918
2008-06-18,736.166,730.715,1673.695,597.59,1740.31,2031.73,1138.79,564.1604,-0.266311
2008-06-19,738.773,737.83,1667.57,595.929,1740.62,2008.49,1126.75,561.1137,-0.275199
2008-06-20,725.234,725.731,1671.887,594.107,1739.29,1991.94,1110.48,560.9334,-0.277662
2008-06-23,725.004,719.815,1667.983,592.086,1738.89,1972.39,1099.7,560.3234,-0.263291
2008-06-24,722.038,707.922,1672.591,588.374,1734.74,1973.47,1091.56,559.7228,-0.263195
2008-06-25,726.415,716.302,1671.878,588.102,1732.83,1981.98,1106.21,558.9818,-0.268795
2008-06-26,705.316,698.422,1674.645,585.12,1729.05,1968.45,1099.71,556.1859,-0.266616
2008-06-27,702.709,698.14,1677.338,583.192,1725.84,1957.23,1084.79,555.2643,-0.277223
2008-06-30,703.217,689.659,1675.385,583.206,1725.08,1967.19,1087.12,555.3021,-0.250063
2008-07-01,705.445,691.589,1671.805,580.451,1721.57,1934.39,1068.75,553.8596,-0.251261
2008-07-02,691.477,672.34,1675.668,580.424,1719.36,1926.09,1057.15,553.8826,-0.260794
2008-07-03,690.92,665.777,1674.014,578.591,1718.23,1917.68,1033.48,553.8994,-0.264667
2008-07-07,684.885,658.265,1679.659,577.846,1718.4,1916.4,1038.29,554.5843,-0.273865
2008-07-08,696.606,682.722,1681.567,576.348,1715.54,1886.68,1022.61,554.56,-0.276884
2008-07-09,681.528,663.752,1684.483,578.412,1713.38,1917.95,1036.97,555.3527,-0.278476
2008-07-10,686.305,670.437,1684.827,576.996,1710.62,1896.38,1036.53,555.2379,-0.277031
2008-07-11,679.283,674.947,1668.556,573.735,1709.71,1874.97,1043.0,554.4176,-0.27699
2008-07-14,673.395,664.501,1675.235,575.129,1708.34,1878.41,1043.04,554.7052,-0.326613
2008-07-15,666.06,662.354,1673.1,572.47,1705.5,1851.32,1016.17,554.0178,-0.320994
2008-07-16,682.505,686.747,1660.833,572.039,1702.59,1845.93,1015.9,554.3436,-0.337274
2008-07-17,690.195,696.626,1651.695,574.252,1703.09,1889.85,1031.4,554.793,-0.335463
2008-07-18,690.214,693.082,1648.417,575.703,1704.02,1897.58,1022.16,555.2554,-0.333564
2008-07-21,690.933,697.634,1651.082,578.001,1705.19,1912.5,1041.5,556.7352,-0.319876
2008-07-22,699.636,716.824,1647.891,576.789,1705.92,1914.93,1035.64,557.3106,-0.296646
2008-07-23,701.92,719.188,1645.289,578.677,1708.17,1933.65,1049.92,557.7694,-0.292599
2008-07-24,685.0,702.389,1657.713,578.294,1710.41,1921.24,1042.77,558.1232,-0.298505
2008-07-25,688.327,710.339,1649.065,576.938,1711.2,1901.04,1024.52,557.434,-0.302907
2008-07-28,676.186,696.112,1657.991,575.637,1711.66,1893.62,1024.4,558.5298,-0.287344
2008-07-29,691.731,714.551,1655.881,574.342,1711.99,1873.59,1015.79,558.6058,-0.316197
2008-07-30,703.177,718.864,1654.917,574.593,1712.6,1899.13,1038.96,558.6131,-0.330089
2008-07-31,694.067,714.524,1660.958,573.859,1711.89,1902.74,1041.86,558.9767,-0.329755
2008-08-01,690.31,716.158,1664.517,572.027,1711.33,1871.92,1029.81,558.7814,-0.331407
2008-08-04,682.696,704.141,1663.541,571.505,1710.12,1853.41,1008.34,558.5758,-0.305525
2008-08-05,701.329,721.041,1660.829,571.855,1707.96,1871.35,999.5,558.9295,-0.306665
2008-08-06,704.369,725.896,1656.58,572.627,1707.43,1885.92,1012.18,558.739,-0.309188
2008-08-07,692.154,713.414,1669.121,573.4,1706.96,1871.94,1008.14,558.9772,-0.316935
2008-08-08,707.904,734.298,1668.136,572.844,1705.92,1848.46,990.02,557.884,-0.296544
2008-08-11,712.837,751.06,1663.014,573.731,1706.07,1871.33,990.59,558.2755,-0.289412
2008-08-12,704.586,744.937,1669.967,575.2,1706.37,1856.67,982.52,559.1142,-0.293772
2008-08-13,703.328,747.69,1666.388,575.157,1706.69,1813.59,973.88,559.138,-0.30547
2008-08-14,707.423,754.377,1670.868,575.157,1706.51,1818.44,983.94,560.0624,-0.307381
2008-08-15,709.857,753.369,1674.63,576.097,1707.57,1803.32,971.89,561.0579,-0.311824
2008-08-18,699.359,741.969,1677.997,576.46,1708.13,1809.12,960.07,561.1592,-0.286827
2008-08-19,692.95,730.057,1674.093,574.962,1708.5,1766.49,942.88,560.8508,-0.292203
2008-08-20,697.258,731.597,1676.557,574.639,1708.26,1774.13,961.47,560.9706,-0.300262
2008-08-21,698.959,725.249,1671.239,573.663,1707.98,1778.54,957.14,560.678,-0.312478
2008-08-22,706.573,737.605,1668.023,573.54,1707.92,1788.11,956.22,560.5109,-0.325611
2008-08-25,692.839,720.542,1675.434,574.32,1708.33,1789.15,950.25,561.0349,-0.287972
2008-08-26,695.439,723.508,1674.529,574.485,1708.11,1774.49,938.5,561.1071,-0.307214
2008-08-27,701.269,732.947,1676.246,574.762,1708.2,1781.27,953.74,560.9683,-0.306471
2008-08-28,711.455,747.793,1674.146,575.244,1708.46,1800.63,956.96,560.9868,-0.304762
2008-08-29,702.171,739.497,1672.327,575.564,1709.07,1821.06,956.25,561.6791,-0.272264
2008-09-02,698.346,738.509,1679.632,576.589,1710.15,1792.11,928.6,562.0655,-0.244596
2008-09-03,696.006,741.907,1683.088,576.577,1710.52,1768.51,911.96,562.1689,-0.254124
2008-09-04,675.6,718.62,1686.816,576.196,1710.83,1723.52,893.27,561.4862,-0.262213
2008-09-05,678.649,718.851,1684.481,575.599,1710.49,1677.89,873.68,560.7935,-0.280912
2008-09-08,691.113,732.861,1684.89,577.673,1711.72,1728.16,902.5,561.1809,-0.313783
2008-09-09,666.78,707.294,1689.442,577.672,1711.42,1704.72,868.58,560.8141,-0.310798
2008-09-10,671.518,717.161,1681.65,576.338,1710.34,1686.09,858.94,559.8862,-0.303825
2008-09-11,680.146,718.996,1674.713,575.02,1708.27,1657.63,839.81,558.9279,-0.3075
2008-09-12,682.722,720.263,1660.309,575.075,1707.66,1705.6,855.47,556.3024,-0.32066
2008-09-15,650.572,689.758,1648.923,570.347,1703.2,1665.87,825.35,550.8842,-0.329019
2008-09-16,661.799,710.648,1619.826,563.556,1686.0,1609.82,784.61,545.5416,-0.351697
2008-09-17,630.866,676.38,1612.414,559.269,1677.05,1592.77,768.92,534.4593,-0.359962
2008-09-18,658.146,723.676,1599.716,555.934,1665.47,1589.38,767.84,533.1202,-0.362855
2008-09-19,685.461,753.744,1593.396,561.119,1663.23,1703.49,845.56,536.9771,-0.367466
2008-09-22,658.605,720.442,1595.781,560.613,1665.5,1713.82,854.48,537.0455,-0.381897
2008-09-23,648.548,709.191,1588.607,557.157,1661.03,1698.64,830.32,536.1744,-0.357691
2008-09-24,646.791,697.774,1590.452,552.673,1651.66,1685.92,831.3,536.4901,-0.355754
2008-09-25,658.651,705.743,1571.958,546.107,1641.41,1701.36,838.29,535.852,-0.357158
2008-09-26,659.691,704.791,1554.0,538.937,1632.74,1672.49,823.69,533.0698,-0.372997
2008-09-29,602.337,657.718,1571.473,534.393,1624.02,1588.97,775.06,533.6895,-0.366407
2008-09-30,634.084,679.583,1549.89,527.942,1604.53,1553.15,786.92,523.0764,-0.396787
2008-10-01,630.605,671.59,1552.061,523.965,1596.82,1568.2,786.17,523.163,-0.407576
2008-10-02,603.39,637.669,1542.138,511.855,1582.82,1528.46,759.5,523.1236,-0.402674
2008-10-03,594.537,619.401,1541.131,508.913,1563.97,1545.35,741.73,522.053,-0.408965
2008-10-06,570.788,595.912,1548.59,498.648,1553.19,1428.22,671.18,513.6796,-0.402121
2008-10-07,538.148,558.953,1536.075,495.212,1529.39,1426.09,659.09,500.6176,-0.405872
2008-10-08,532.182,546.565,1510.295,485.247,1501.5,1335.74,605.84,491.4816,-0.416505
2008-10-09,492.128,499.203,1494.847,476.149,1481.04,1321.18,618.9,486.1305,-0.424095
2008-10-10,486.228,522.481,1460.781,453.635,1438.03,1209.71,591.9,470.7869,-0.436998
2008-10-14,538.822,554.647,1470.882,465.506,1440.04,1376.46,673.75,464.4919,-0.418749
2008-10-15,489.711,502.11,1469.958,455.113,1417.74,1310.84,623.3,462.7608,-0.412344
2008-10-16,510.069,536.567,1460.389,446.677,1388.66,1218.07,576.5,455.5078,-0.43422
2008-10-17,507.825,526.597,1447.456,443.346,1377.29,1260.49,567.92,449.4671,-0.44456
2008-10-20,531.839,547.006,1447.615,446.44,1378.86,1299.78,590.59,443.6486,-0.409552
2008-10-21,515.645,530.812,1457.382,447.813,1386.3,1301.31,580.2,437.3144,-0.380244
2008-10-22,484.084,501.966,1462.426,445.748,1394.08,1216.43,534.69,423.6808,-0.380087
2008-10-23,488.066,489.92,1467.191,442.01,1392.4,1204.01,514.29,409.0429,-0.38675
2008-10-24,471.529,471.119,1451.663,435.126,1389.37,1137.55,473.98,398.2043,-0.391828
2008-10-27,456.061,448.403,1445.686,432.974,1382.71,1080.73,454.34,390.9692,-0.395733
2008-10-28,503.744,482.551,1439.783,433.752,1380.76,1110.16,484.93,394.708,-0.398721
2008-10-29,500.36,490.881,1436.391,438.872,1381.4,1205.24,507.55,401.3937,-0.402615
2008-10-30,514.184,514.177,1434.981,442.713,1386.07,1245.11,561.34,408.7944,-0.387851
2008-10-31,522.468,537.521,1435.486,441.896,1392.46,1238.81,570.52,421.3348,-0.386924
2008-11-03,521.152,538.496,1442.786,442.469,1394.41,1253.93,584.36,427.6901,-0.365343
2008-11-04,541.873,545.952,1456.553,446.587,1398.03,1321.56,603.14,436.7413,-0.37575
2008-11-05,513.273,514.638,1466.789,448.774,1402.01,1330.86,600.18,447.2303,-0.3706
2008-11-06,487.402,495.843,1468.07,447.402,1401.15,1239.64,557.66,444.986,-0.359435
2008-11-07,501.327,505.793,1464.883,444.615,1397.52,1241.58,564.76,443.8138,-0.3591
2008-11-10,494.361,493.104,1473.529,444.883,1396.18,1264.34,583.02,445.2082,-0.35597
2008-11-12,457.841,452.795,1481.144,439.591,1391.72,1170.39,533.49,445.9146,-0.353976
2008-11-13,489.831,491.234,1472.968,435.686,1382.97,1148.02,524.12,436.7146,-0.354067
2008-11-14,469.033,456.524,1478.873,431.877,1373.28,1164.81,530.28,433.4321,-0.363353
2008-11-17,457.316,451.299,1480.355,428.999,1364.7,1142.02,520.1,433.6375,-0.380635
2008-11-18,461.327,447.514,1485.089,422.957,1352.09,1136.82,500.48,431.2505,-0.380988
2008-11-19,432.527,412.38,1489.192,414.534,1341.05,1104.11,489.59,427.0523,-0.393808
2008-11-20,402.912,385.308,1493.166,404.582,1311.18,1051.92,464.31,425.9813,-0.409029
2008-11-21,427.882,406.536,1479.673,398.339,1290.28,1044.23,467.63,423.4418,-0.436026
2008-11-24,456.136,436.796,1469.456,397.366,1281.93,1118.76,485.52,424.1417,-0.422917
2008-11-25,459.617,443.184,1482.468,400.426,1275.12,1150.03,500.37,430.542,-0.428104
2008-11-26,476.685,468.861,1486.536,402.801,1272.13,1141.11,513.26,434.7684,-0.427945
2008-11-28,481.428,473.138,1490.582,404.331,1273.41,1168.23,526.97,436.4384,-0.401875
2008-12-01,437.75,417.074,1507.203,403.401,1271.6,1115.62,513.39,438.0038,-0.409903
2008-12-02,455.319,441.824,1504.228,404.141,1265.98,1116.66,501.23,439.0997,-0.401833
2008-12-03,467.123,453.755,1504.207,401.955,1263.44,1124.27,503.38,439.34,-0.401887
2008-12-04,453.109,439.529,1510.562,401.16,1256.29,1120.9,501.77,439.2272,-0.399003
2008-12-05,469.932,461.093,1502.8,396.968,1246.14,1087.67,497.51,438.9078,-0.399674
2008-12-08,488.216,481.378,1500.446,399.01,1242.42,1165.24,537.09,440.6312,-0.427798
2008-12-09,477.066,465.709,1508.164,400.587,1239.63,1176.93,537.55,443.2627,-0.414148
2008-12-10,483.507,476.398,1507.56,400.045,1235.79,1191.1,562.44,445.5455,-0.416835
2008-12-11,469.102,451.214,1512.778,398.16,1228.46,1209.69,568.89,446.8669,-0.425251
2008-12-12,473.348,468.43,1515.983,393.961,1219.57,1179.03,551.71,449.0447,-0.437817
2008-12-15,466.961,452.565,1520.708,395.491,1210.45,1212.73,562.67,449.2432,-0.432577
2008-12-16,491.184,482.849,1533.705,395.685,1205.19,1218.05,571.85,450.4583,-0.439005
2008-12-17,487.558,486.594,1550.247,399.18,1202.25,1259.89,586.15,457.6451,-0.44472
2008-12-18,477.229,479.172,1564.801,403.803,1206.15,1264.97,590.3,466.0067,-0.43969
2008-12-19,478.887,486.258,1564.829,406.195,1212.07,1225.08,582.06,466.849,-0.421763
2008-12-22,469.836,475.073,1564.093,409.215,1213.3,1211.56,567.34,469.4173,-0.397954
2008-12-23,465.558,468.636,1564.361,413.5,1215.53,1209.34,555.82,470.3455,-0.394788
2008-12-24,468.059,470.486,1566.31,413.873,1220.32,1201.83,553.68,470.6698,-0.393325
2008-12-26,470.955,476.768,1571.991,417.58,1221.86,1210.75,551.58,471.518,-0.407066
2008-12-29,468.691,466.154,1575.495,422.439,1226.03,1234.57,557.47,472.0256,-0.332309
2008-12-30,480.384,482.77,1582.287,431.209,1230.13,1245.0,565.78,473.2935,-0.321048
2008-12-31,487.766,499.453,1573.977,434.878,1236.5,1237.42,567.04,474.371,-0.325813
2009-01-02,503.144,505.845,1561.713,436.991,1239.74,1265.61,580.96,474.7719,-0.356214
2009-01-05,501.357,505.03,1561.423,444.345,1245.3,1265.61,598.94,475.6515,-0.321989
2009-01-06,505.988,514.71,1571.173,456.709,1276.32,1264.02,607.4,478.5469,-0.332252
2009-01-07,490.766,497.096,1580.119,461.443,1294.17,1281.02,595.21,481.1533,-0.33724
2009-01-08,492.918,502.009,1588.507,459.16,1289.45,1270.93,578.4,479.4198,-0.343038
2009-01-09,482.454,481.298,1594.879,461.023,1291.14,1255.32,571.25,480.222,-0.345359
2009-01-12,470.995,468.8,1604.573,462.709,1294.62,1232.26,553.22,480.9688,-0.369658
2009-01-13,472.233,473.786,1604.486,461.078,1293.28,1190.74,550.89,480.6038,-0.36655
2009-01-14,456.095,453.17,1608.507,457.659,1293.07,1159.79,542.85,481.2684,-0.367088
2009-01-15,457.382,462.625,1607.073,455.003,1291.35,1130.61,526.64,479.6827,-0.378131
2009-01-16,461.218,466.448,1607.752,456.754,1292.54,1155.49,537.84,478.7621,-0.397506
2009-01-20,436.419,433.645,1602.571,456.886,1293.73,1102.84,517.54,477.763,-0.37689
2009-01-21,455.327,456.764,1585.482,455.378,1291.99,1095.16,515.16,477.1071,-0.365704
2009-01-22,447.951,442.847,1580.562,455.137,1293.49,1094.19,514.36,477.3864,-0.373487
2009-01-23,450.654,444.36,1577.808,454.095,1294.41,1069.77,507.29,477.3011,-0.393448
2009-01-26,453.032,450.058,1578.416,454.357,1296.81,1108.1,515.88,478.3097,-0.381548
2009-01-27,457.968,455.585,1592.956,455.218,1302.11,1130.35,518.93,481.4787,-0.372227
2009-01-28,473.501,473.024,1586.243,458.748,1311.55,1155.7,533.11,484.3242,-0.382437
2009-01-29,457.768,453.241,1577.765,459.687,1321.32,1139.8,532.18,483.5409,-0.367727
2009-01-30,447.322,443.526,1579.189,459.58,1327.8,1115.14,529.53,484.6105,-0.370969
2009-02-02,447.205,449.612,1590.464,457.891,1330.31,1087.24,517.14,484.7527,-0.346176
2009-02-03,453.973,452.896,1579.936,457.89,1332.83,1111.98,525.35,483.5983,-0.34219
2009-02-04,451.0,448.479,1576.918,459.54,1335.86,1130.47,535.97,482.3312,-0.348697
2009-02-05,458.457,455.078,1581.286,460.86,1339.1,1122.75,536.57,481.2182,-0.342035
2009-02-06,471.212,470.704,1579.064,461.275,1341.13,1140.18,557.53,482.4252,-0.357878
2009-02-09,471.804,467.942,1580.737,462.605,1343.19,1153.78,564.81,485.1869,-0.369605
2009-02-10,449.071,445.767,1598.362,464.216,1345.73,1129.97,561.38,484.2255,-0.352049
2009-02-11,452.318,447.947,1606.188,463.604,1348.18,1120.17,553.54,482.6815,-0.358725
2009-02-12,453.402,450.421,1606.458,462.165,1349.64,1095.48,542.69,482.386,-0.354486
2009-02-13,449.029,448.356,1589.691,461.03,1351.51,1106.1,554.31,480.6176,-0.357462
2009-02-17,428.602,428.904,1604.639,458.709,1349.69,1049.74,520.87,478.2252,-0.327078
2009-02-18,427.812,423.183,1593.754,455.311,1347.74,1037.97,516.33,477.0436,-0.335351
2009-02-19,422.549,416.707,1580.484,455.393,1347.41,1047.71,521.4,478.3774,-0.346996
2009-02-20,417.971,410.959,1580.183,452.209,1346.39,1013.13,502.51,478.1814,-0.355704
2009-02-23,403.242,394.577,1579.066,451.452,1345.7,1010.82,510.14,476.4924,-0.326552
2009-02-24,419.589,412.482,1570.789,445.578,1342.99,993.86,502.74,477.0421,-0.334837
2009-02-25,415.099,401.44,1559.766,444.182,1343.05,994.35,505.42,477.1686,-0.32098
2009-02-26,408.511,392.951,1556.234,443.958,1340.5,1007.42,505.84,477.4545,-0.312733
2009-02-27,399.612,389.016,1553.743,441.616,1338.16,997.65,499.3,477.109,-0.311434
2009-03-02,380.409,367.795,1559.519,437.746,1334.13,948.07,475.08,475.9846,-0.300238
2009-03-03,378.101,361.008,1550.341,433.87,1326.29,930.48,476.16,472.9588,-0.311232
2009-03-04,387.333,371.304,1539.322,430.235,1323.73,952.65,493.47,472.5806,-0.316541
2009-03-05,370.833,349.447,1548.188,428.584,1314.05,935.58,488.15,473.5097,-0.313215
2009-03-06,371.218,351.046,1541.81,427.411,1308.38,925.92,488.31,472.7316,-0.336112
2009-03-09,367.554,343.26,1532.114,424.723,1303.53,911.39,485.29,471.7353,-0.335631
2009-03-10,391.009,367.746,1521.767,425.938,1301.13,948.97,502.7,471.5814,-0.332961
2009-03-11,392.076,366.296,1525.729,431.12,1302.09,961.63,512.5,473.3519,-0.329752
2009-03-12,408.074,390.121,1528.488,432.537,1302.06,958.4,515.97,474.6131,-0.335369
2009-03-13,411.103,393.086,1529.276,436.408,1306.47,980.53,527.98,477.6817,-0.336784
2009-03-16,409.176,386.361,1525.874,440.243,1313.45,1009.47,539.66,479.9568,-0.324077
2009-03-17,422.336,403.591,1522.569,440.568,1315.11,1010.61,541.92,481.8687,-0.326181
2009-03-18,431.35,417.635,1552.803,441.093,1316.79,1016.07,543.88,482.4166,-0.316939
2009-03-19,426.225,413.26,1548.006,443.6,1319.26,1067.45,557.46,485.472,-0.30804
2009-03-20,417.542,400.109,1546.024,444.279,1320.61,1054.6,552.99,490.1403,-0.320431
2009-03-23,446.901,433.724,1544.38,447.509,1326.13,1086.2,579.31,490.7191,-0.308799
2009-03-24,437.79,416.385,1547.397,449.442,1332.6,1093.65,581.51,492.572,-0.273708
2009-03-25,442.08,426.517,1538.097,451.467,1337.49,1099.18,587.45,494.0947,-0.266824
2009-03-26,453.036,445.303,1544.332,455.825,1343.17,1104.18,599.73,495.8137,-0.266976
2009-03-27,443.492,428.995,1545.75,457.88,1351.06,1083.64,591.32,496.3924,-0.284651
2009-03-30,427.982,415.974,1548.931,456.62,1352.3,1036.1,561.46,496.6942,-0.279296
2009-03-31,433.673,422.748,1551.403,456.69,1357.68,1056.23,569.97,496.9147,-0.281421
2009-04-01,440.769,429.158,1554.894,455.805,1359.27,1071.1,580.76,497.8531,-0.28334
2009-04-02,453.978,450.189,1550.405,460.085,1366.15,1134.73,613.07,500.8132,-0.275949
2009-04-03,458.859,456.131,1539.605,462.282,1375.42,1127.45,617.11,505.1608,-0.278645
2009-04-06,454.914,447.557,1540.746,464.276,1381.79,1120.33,623.03,507.4518,-0.260411
2009-04-07,443.668,431.696,1546.247,465.216,1388.16,1106.74,615.89,509.1829,-0.235304
2009-04-08,449.109,442.123,1554.851,467.273,1393.53,1098.82,610.22,511.9162,-0.253332
2009-04-09,466.684,468.2,1553.445,470.092,1403.62,1124.08,632.63,513.0759,-0.246359
2009-04-13,467.759,468.051,1564.656,473.086,1407.72,1134.66,640.6,515.2247,-0.208486
2009-04-14,458.275,453.218,1573.426,477.391,1416.65,1145.97,645.56,516.7772,-0.21413
2009-04-15,463.941,461.133,1580.343,479.605,1427.78,1135.27,643.86,518.704,-0.236973
2009-04-16,471.671,473.883,1580.008,483.534,1436.26,1148.92,648.39,520.4587,-0.238104
2009-04-17,474.255,479.366,1578.898,489.295,1444.22,1158.53,643.4,521.4765,-0.241999
2009-04-20,453.405,452.485,1591.021,489.63,1450.5,1125.7,633.48,522.5305,-0.242781
2009-04-21,463.465,470.047,1587.145,485.574,1445.86,1120.13,627.24,521.8232,-0.232549
2009-04-22,460.327,470.727,1583.627,486.481,1443.5,1132.07,629.23,520.5776,-0.239893
2009-04-23,464.337,466.622,1589.051,488.756,1445.95,1137.08,639.75,520.376,-0.266745
2009-04-24,472.624,478.738,1587.256,492.769,1450.21,1165.07,647.84,521.7152,-0.280319
2009-04-27,467.652,469.526,1595.74,494.394,1455.09,1162.64,633.52,521.5304,-0.252209
2009-04-28,466.497,472.842,1592.013,495.611,1457.86,1138.3,623.72,521.7836,-0.265078
2009-04-29,477.008,491.473,1592.848,500.931,1465.63,1165.21,645.56,522.2064,-0.231651
2009-04-30,476.839,487.561,1599.245,509.054,1475.74,1185.84,662.73,524.8086,-0.230896
2009-05-01,479.294,486.977,1601.94,511.064,1482.78,1186.46,662.83,525.7862,-0.243024
2009-05-04,496.001,506.823,1607.158,514.244,1488.21,1210.18,700.99,526.9979,-0.232505
2009-05-05,494.087,502.552,1613.414,517.513,1494.44,1218.2,704.29,528.754,-0.249018
2009-05-06,502.087,505.094,1619.508,520.884,1506.48,1228.25,712.05,534.9267,-0.245358
2009-05-07,494.786,492.936,1618.338,527.562,1518.71,1245.78,714.91,539.6909,-0.244069
