,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2012-06-22,1809.75,876.564,1335.02,2185.41,2186.81,8798.35,79.76,1572.43,1.257,63.49
2012-06-25,1814.38,875.895,1313.72,2186.45,2130.71,8734.62,79.21,1584.38,1.2504,62.65
2012-06-26,1812.79,876.366,1319.99,2186.88,2127.95,8663.99,79.36,1572.86,1.2491,62.86
2012-06-27,1813.49,877.655,1331.85,2188.0,2165.61,8730.49,80.21,1574.19,1.2468,63.11
2012-06-28,1815.88,878.577,1329.04,2189.0,2157.62,8874.11,77.69,1552.68,1.2444,63.8
2012-06-29,1811.77,881.703,1362.16,2191.0,2264.72,9006.78,84.96,1597.45,1.2667,65.43
2012-06-30,,881.894,,,,,,,,
2012-07-02,1817.9,883.832,1365.51,2193.06,2292.08,9003.48,83.75,1597.01,1.2576,66.15
2012-07-03,1815.19,885.033,1374.02,2194.29,2320.43,9066.59,87.66,1617.45,1.2608,66.54
2012-07-04,,885.225,,,2312.41,9104.17,,1615.65,1.2527,
2012-07-05,1817.69,885.991,1367.58,2196.06,2284.92,9079.8,87.22,1604.58,1.2392,66.13
2012-07-06,1821.26,886.561,1354.68,2197.12,2235.51,9020.75,84.45,1583.85,1.2291,66.29
2012-07-09,1824.08,887.126,1352.46,2199.31,2227.91,8896.88,85.99,1587.65,1.2313,66.36
2012-07-10,1826.45,888.284,1341.47,2202.33,2241.85,8857.73,83.91,1567.15,1.225,65.65
2012-07-11,1827.34,889.013,1341.46,2204.13,2246.23,8851.0,85.81,1576.38,1.2239,65.72
2012-07-12,1828.73,888.211,1334.76,2205.13,2228.01,8720.01,86.08,1571.73,1.2203,65.92
2012-07-13,1828.15,888.354,1356.78,2206.59,2259.09,8724.12,87.1,1589.6,1.2249,66.73
2012-07-16,1831.64,889.058,1353.64,2208.06,2251.96,,88.43,1589.4,1.2273,66.86
2012-07-17,1829.95,889.631,1363.67,2209.21,2250.75,8755.0,89.22,1583.41,1.2294,67.5
2012-07-18,1833.42,891.14,1372.78,2209.85,2284.7,8726.74,89.87,1573.45,1.2284,67.1
2012-07-19,1832.51,893.002,1376.51,2210.6,2302.45,8795.55,92.66,1581.54,1.2281,66.4
2012-07-20,1836.06,893.272,1362.66,2211.66,2237.33,8669.87,91.44,1584.53,1.2157,66.05
2012-07-23,1836.79,891.826,1350.52,2210.77,2179.31,8508.32,88.14,1576.75,1.2117,65.57
2012-07-24,1838.57,891.807,1338.31,2211.71,2151.54,8488.09,88.5,1581.18,1.2061,65.35
2012-07-25,1838.88,891.48,1337.89,2211.55,2159.09,8365.9,88.97,1603.85,1.2158,65.32
2012-07-26,1838.29,892.763,1360.02,2212.53,2251.05,8443.1,89.39,1615.85,1.2283,65.9
2012-07-27,1830.47,894.229,1385.97,2213.55,2301.23,8566.64,90.13,1623.2,1.2322,66.53
2012-07-30,1835.48,896.729,1385.3,2215.1,2340.31,8635.44,89.78,1621.96,1.226,66.84
2012-07-31,1836.76,898.794,1379.32,2216.66,2325.72,8695.06,88.06,1614.58,1.2304,66.74
2012-08-01,1833.8,899.859,1375.14,2217.36,2333.38,8641.85,88.91,1599.58,1.2225,66.42
2012-08-02,1837.81,900.054,1365.0,2217.7,2263.36,8653.18,87.13,1588.05,1.218,66.61
2012-08-03,1831.58,901.443,1390.99,2218.99,2372.58,8555.11,91.4,1603.55,1.2387,67.13
2012-08-06,1833.85,903.188,1394.23,2220.64,2399.32,8726.29,92.2,1610.68,1.2401,67.06
2012-08-07,1829.16,904.376,1401.35,2221.75,2440.24,8803.31,93.67,1612.35,1.2399,66.27
2012-08-08,1828.07,904.645,1402.22,2222.73,2432.28,8881.16,93.35,1612.55,1.2365,65.82
2012-08-09,1827.84,904.552,1402.8,2223.46,2437.04,8978.6,93.36,1617.18,1.2306,65.61
2012-08-10,1830.06,903.778,1405.87,2224.05,2423.22,8891.44,92.87,1620.15,1.2289,65.7
2012-08-13,1829.94,904.223,1404.11,2225.36,2415.96,8885.15,92.73,1609.75,1.2332,65.65
2012-08-14,1824.96,903.867,1403.93,2225.81,2432.29,8929.88,93.43,1599.05,1.2322,65.51
2012-08-15,1819.1,903.11,1405.53,2226.51,2430.39,8925.04,94.33,1603.1,1.229,65.81
2012-08-16,1816.69,902.754,1415.51,2228.04,2456.53,9092.76,95.6,1615.13,1.2356,66.31
2012-08-17,1818.48,903.222,1418.16,2230.16,2471.53,9162.5,96.01,1616.4,1.2334,66.33
2012-08-20,1819.4,904.278,1418.13,2231.31,2466.32,9171.16,95.97,1620.5,1.2346,66.14
2012-08-21,1820.43,905.597,1413.17,2233.84,2490.27,9156.92,96.68,1637.8,1.2473,66.28
2012-08-22,1827.04,906.426,1413.49,2234.84,2452.73,9131.74,97.26,1654.5,1.2529,66.24
2012-08-23,1830.19,907.029,1402.08,2235.06,2429.17,9178.12,96.27,1670.53,1.2564,66.04
2012-08-24,1828.83,907.158,1411.13,2235.93,2434.23,9070.76,96.15,1670.5,1.2512,66.26
2012-08-27,1831.31,908.087,1410.44,2237.34,2461.82,9085.39,95.47,1663.97,1.2499,66.46
2012-08-28,1832.39,908.359,1409.3,2238.43,2442.12,9033.29,96.33,1666.75,1.2565,66.69
2012-08-29,1830.89,908.891,1410.49,2240.07,2434.23,9069.81,95.49,1656.5,1.253,66.67
2012-08-30,1833.41,909.19,1399.48,2240.69,2403.8,8983.78,94.62,1655.6,1.2506,66.52
2012-08-31,1837.96,909.632,1406.58,2241.58,2440.71,8839.91,96.47,1691.85,1.2579,66.73
2012-09-03,,910.211,,,2463.17,8783.89,,1692.33,1.2593,
2012-09-04,1837.51,910.655,1404.94,2243.49,2436.54,8775.51,95.3,1695.88,1.2566,67.2
2012-09-05,1836.82,911.375,1403.43,2244.75,2441.81,8679.82,95.36,1692.93,1.2601,67.08
2012-09-06,1831.63,913.257,1432.12,2246.36,2524.95,8680.57,95.53,1700.33,1.2631,67.68
2012-09-07,1833.08,916.384,1437.92,2249.05,2538.6,8871.65,96.42,1735.85,1.2816,67.74
2012-09-10,1832.14,918.048,1429.08,2250.92,2528.53,8869.37,96.54,1726.06,1.2758,67.21
2012-09-11,1832.0,919.574,1433.57,2253.0,2557.65,8807.38,97.17,1731.88,1.2855,67.41
2012-09-12,1828.38,922.532,1436.56,2256.0,2564.8,8959.96,97.01,1730.75,1.29,67.55
2012-09-13,1830.76,923.811,1459.99,2258.15,2543.22,8995.15,98.31,1767.12,1.2991,68.38
2012-09-14,1825.83,927.486,1465.77,2261.15,2594.56,9159.39,99.0,1770.5,1.313,68.76
2012-09-17,1828.32,928.291,1461.19,2263.49,2583.57,,96.62,1761.25,1.3117,68.56
2012-09-18,1829.49,928.908,1459.32,2264.47,2553.4,9123.77,95.29,1771.31,1.3048,67.91
2012-09-19,1831.81,929.155,1461.05,2265.07,2567.67,9232.21,91.98,1770.3,1.3049,67.53
2012-09-20,1832.67,928.211,1460.26,2265.66,2553.03,9086.98,91.87,1768.53,1.2968,66.53
2012-09-21,1834.08,927.799,1460.15,2266.42,2577.08,9110.0,92.89,1773.1,1.298,66.54
2012-09-24,1836.91,926.689,1456.89,2266.91,2557.89,9069.29,91.93,1764.4,1.2931,65.77
2012-09-25,1838.88,925.423,1441.59,2266.72,2568.48,9091.54,91.37,1760.64,1.2899,64.8
2012-09-26,1841.9,920.276,1433.32,2266.63,2498.52,8906.7,89.98,1752.75,1.2873,64.79
2012-09-27,1840.12,921.941,1447.15,2265.93,2506.06,8949.87,91.85,1777.38,1.2913,65.07
2012-09-28,1840.49,922.202,1440.67,2265.8,2454.26,8870.16,92.19,1772.25,1.286,64.9691
2012-09-30,,922.588,,,,,,,,
2012-10-01,1841.77,923.774,1444.49,2266.95,2498.81,8796.51,92.48,1775.43,1.2888,64.49
2012-10-02,1842.55,923.976,1445.75,2268.02,2493.59,8786.05,91.89,1774.57,1.292,64.98
2012-10-03,1842.48,924.406,1450.99,2268.62,2492.48,8746.87,88.14,1777.88,1.2905,65.11
2012-10-04,1839.81,925.663,1461.4,2269.29,2485.75,8824.59,91.71,1790.15,1.3018,65.09
2012-10-05,1836.51,926.756,1460.93,2270.46,2531.21,8863.3,89.88,1780.7,1.3045,65.17
2012-10-08,,927.335,1455.88,2271.51,2496.09,,89.33,1774.55,1.2968,65.03
2012-10-09,1838.06,926.885,1441.48,2272.14,2472.23,8769.59,92.39,1764.2,1.2885,64.79
2012-10-10,1839.97,926.164,1432.56,2272.3,2456.54,8596.23,91.25,1762.29,1.2875,65.05
2012-10-11,1841.94,928.074,1432.84,2273.11,2487.08,8546.78,92.07,1767.18,1.2928,65.0
2012-10-12,1843.4,928.353,1428.59,2274.54,2469.09,8534.12,91.86,1754.03,1.2951,64.77
2012-10-15,1843.48,930.122,1440.13,2275.81,2485.12,8577.93,91.85,1737.4,1.2949,65.2
2012-10-16,1840.83,931.632,1454.92,2276.36,2547.9,8701.31,92.09,1747.47,1.3054,65.6
2012-10-17,1836.58,933.573,1460.91,2276.83,2569.83,8806.55,92.12,1750.15,1.3119,65.42
2012-10-18,1836.16,934.436,1457.34,2277.23,2574.19,8982.86,92.1,1741.4,1.3067,66.09
2012-10-19,1840.01,933.96,1433.19,2277.25,2542.24,9002.68,90.05,1721.75,1.3024,65.54
2012-10-22,1838.18,934.111,1433.82,2277.76,2531.1,9010.71,88.73,1728.6,1.306,65.21
2012-10-23,1839.28,931.656,1413.11,2276.91,2477.92,9014.25,86.67,1707.63,1.2987,64.55
2012-10-24,1839.08,931.97,1408.75,2276.28,2490.58,8954.3,85.73,1702.04,1.2974,64.5
2012-10-25,1835.2,932.152,1412.97,2275.76,2483.43,9055.2,86.05,1712.1,1.2934,64.32
2012-10-26,1839.56,930.888,1411.94,2273.82,2496.1,8933.06,86.28,1711.2,1.2938,63.76
2012-10-29,1841.32,930.49,,2274.13,2478.84,8929.34,85.54,1709.25,1.2904,
2012-10-30,,,,2274.44,2515.99,8841.98,85.68,1709.6,1.2959,
2012-10-31,1844.11,930.197,1412.16,2273.59,2503.64,8928.29,86.24,1720.65,1.296,64.38
2012-11-01,1841.72,931.324,1427.59,2273.87,2533.87,8946.87,87.09,1714.2,1.2943,64.69
2012-11-02,1841.23,932.175,1414.2,2274.59,2547.15,9051.22,84.86,1678.0,1.2835,65.12
2012-11-05,1844.04,932.775,1417.26,2276.06,2517.67,9007.44,85.65,1684.97,1.2796,64.69
2012-11-06,1839.41,933.857,1428.39,2278.19,2535.94,8975.15,88.71,1716.0,1.2814,64.97
2012-11-07,1845.46,932.977,1394.53,2278.09,2479.1,8972.89,84.44,1717.55,1.2771,64.68
2012-11-08,1847.77,932.488,1377.51,2278.23,2479.13,8837.15,85.09,1731.4,1.2747,63.91
2012-11-09,1847.32,929.942,1379.85,2278.14,2479.82,8757.6,86.07,1731.07,1.2714,63.74
2012-11-12,,930.525,1380.03,2276.75,2473.52,8676.44,85.57,1728.2,1.271,63.59
2012-11-13,1848.02,928.899,1374.53,2275.34,2493.14,8661.05,85.38,1724.95,1.2704,63.54
2012-11-14,1847.49,927.953,1355.49,2274.74,2472.84,8664.73,86.32,1726.5,1.2736,62.35
2012-11-15,1846.99,924.208,1353.33,2273.22,2461.77,8829.72,85.45,1715.75,1.2781,62.06
2012-11-16,1847.53,923.36,1359.88,2271.76,2427.32,9024.16,86.67,1713.72,1.2743,62.44
2012-11-19,1846.03,926.193,1386.89,2272.45,2495.21,9153.2,89.28,1731.72,1.2814,63.21
2012-11-20,1843.57,927.653,1387.81,2273.25,2509.62,9142.64,86.75,1727.05,1.2817,63.68
2012-11-21,1841.96,928.661,1391.03,2273.44,2519.68,9222.52,87.38,1728.69,1.2829,63.57
2012-11-22,,928.854,,2273.75,2535.09,9366.8,,1729.55,1.2884,
2012-11-23,1841.95,929.333,1409.15,2274.22,2557.03,,88.28,1753.0,1.2976,64.04
2012-11-26,1844.1,931.068,1406.29,2275.72,2542.52,9388.94,87.74,1748.7,1.2972,64.17
2012-11-27,1845.39,932.676,1398.94,2276.76,2543.45,9423.3,87.18,1742.09,1.2943,63.81
2012-11-28,1846.45,933.179,1409.93,2277.49,2546.84,9308.35,86.49,1719.69,1.2953,63.73
2012-11-29,1846.25,935.646,1415.95,2278.94,2581.69,9400.88,88.07,1725.74,1.2979,64.08
2012-11-30,1847.02,937.102,1416.18,2280.66,2575.25,9446.01,88.91,1714.98,1.2986,64.21
2012-12-03,1846.37,938.678,1409.46,2282.75,2582.36,9458.18,89.09,1715.96,1.3054,64.47
2012-12-04,1848.27,939.961,1407.05,2284.0,2590.83,9432.46,88.5,1697.59,1.3094,64.57
2012-12-05,1849.11,942.936,1409.28,2285.36,2592.09,9468.84,87.88,1693.9,1.3068,64.37
2012-12-06,1849.38,944.267,1413.94,2286.44,2603.41,9545.16,86.26,1699.88,1.297,64.97
2012-12-07,1846.72,945.639,1418.07,2287.72,2601.37,9527.39,85.93,1704.07,1.2927,65.21
2012-12-10,1848.03,946.677,1418.55,2289.05,2596.02,9533.75,85.56,1713.11,1.2941,65.18
2012-12-11,1846.49,948.361,1427.84,2289.91,2624.03,9525.32,85.79,1709.95,1.3005,65.34
2012-12-12,1843.86,949.672,1428.48,2290.79,2630.34,9581.46,86.77,1711.71,1.3074,65.16
2012-12-13,1842.58,950.066,1419.45,2291.43,2627.66,9742.73,85.89,1697.1,1.3077,64.6633
2012-12-14,1844.08,949.94,1413.58,2293.04,2630.54,9737.56,86.73,1696.15,1.3163,64.65
2012-12-17,1840.62,950.358,1430.36,2293.68,2628.01,9828.88,87.2,1698.32,1.3164,64.99
2012-12-18,1836.6,950.979,1446.79,2293.78,2643.5,9923.01,87.93,1671.23,1.3229,65.66
2012-12-19,1839.53,951.716,1435.81,2293.87,2654.69,10160.4,89.51,1667.18,1.3227,65.57
2012-12-20,1839.91,952.009,1443.69,2294.71,2658.3,10039.33,90.13,1647.92,1.3244,66.43
2012-12-21,1842.75,950.992,1430.15,2294.91,2651.09,9940.06,88.66,1657.22,1.3188,66.32
2012-12-24,1841.63,951.372,1426.66,2295.9,2648.53,,88.61,1657.84,1.3185,65.61
2012-12-25,,,,2296.21,,10080.12,,1657.98,1.3183,
2012-12-26,1842.72,951.907,1419.83,2296.57,,10230.36,90.98,1659.45,1.3224,65.3
2012-12-27,1846.05,951.978,1418.1,2297.07,2659.95,10322.98,90.87,1664.1,1.3236,65.54
2012-12-28,1846.24,951.836,1402.43,2297.52,2626.85,10395.18,90.8,1655.7,1.3216,65.11
2012-12-31,1844.39,951.963,1426.19,2298.59,2635.93,,91.82,1675.35,1.3193,65.8
2013-01-01,,,,,,,,1675.92,1.3204,
2013-01-02,1840.4,955.933,1462.42,2300.44,2711.25,,93.12,1686.89,1.3186,66.62
2013-01-03,1836.93,957.949,1459.37,2301.84,2701.22,,92.92,1663.99,1.3049,66.61
2013-01-04,1836.38,958.669,1466.47,2303.36,2709.35,10688.11,93.09,1656.1,1.3069,66.9187
2013-01-07,1837.68,960.261,1461.89,2305.42,2695.56,10599.01,93.19,1646.92,1.3117,67.07
2013-01-08,1839.28,961.127,1457.15,2306.57,2691.45,10508.06,93.15,1659.13,1.3081,66.94
2013-01-09,1840.38,962.617,1461.02,2308.16,2706.39,10578.57,93.1,1657.63,1.3064,67.13
2013-01-10,1838.0,963.625,1472.12,2309.33,2708.27,10652.64,93.82,1675.36,1.3272,67.2
2013-01-11,1839.47,964.421,1472.05,2311.05,2717.79,10801.57,93.56,1662.98,1.3343,67.16
2013-01-14,1840.51,965.009,1470.68,2312.81,2715.16,,94.14,1667.8,1.3382,67.35
2013-01-15,1841.61,964.352,1472.34,2314.32,2701.59,10879.08,93.28,1679.62,1.3306,67.67
2013-01-16,1841.59,964.604,1472.63,2314.99,2702.54,10600.44,94.24,1679.93,1.3289,67.59
2013-01-17,1838.16,965.791,1480.94,2316.34,2718.93,10609.64,95.49,1687.64,1.3376,67.8
2013-01-18,1840.16,966.621,1485.98,2317.75,2709.59,10913.3,95.56,1684.25,1.3321,68.09
2013-01-21,,967.202,,2318.72,2726.63,10747.74,,1690.05,1.3313,
2013-01-22,1841.16,967.81,1492.56,2319.56,2716.7,10709.93,96.24,1692.75,1.3322,68.44
2013-01-23,1841.08,969.158,1494.81,2320.87,2708.28,10486.99,95.23,1685.84,1.3318,68.42
2013-01-24,1840.12,970.052,1494.82,2321.49,2722.96,10620.87,95.95,1667.97,1.3377,68.56
2013-01-25,1833.16,970.715,1502.96,2322.92,2744.18,10926.65,95.88,1658.65,1.3464,68.95
2013-01-28,1831.99,970.914,1500.18,2323.93,2744.5,10824.31,96.44,1655.61,1.3456,69.13
2013-01-29,1831.03,969.242,1507.84,2323.73,2749.27,10866.72,97.57,1663.8,1.3492,69.33
2013-01-30,1830.06,967.523,1501.96,2324.06,2732.12,11113.95,97.94,1677.0,1.3567,68.67
2013-01-31,1831.49,965.06,1498.11,2323.04,2702.98,11138.66,97.49,1663.7,1.3579,68.26
2013-02-01,1829.97,965.475,1513.17,2322.31,2710.08,11191.34,97.77,1667.4,1.364,68.66
2013-02-04,1832.85,964.365,1495.71,2322.83,2625.17,11260.35,96.17,1674.3,1.3514,68.5
2013-02-05,1830.17,963.382,1511.29,2322.16,2651.21,11046.92,96.64,1672.95,1.3583,68.34
2013-02-06,1833.19,963.272,1512.12,2321.48,2617.35,11463.75,96.62,1677.57,1.3523,68.58
2013-02-07,1833.94,962.222,1509.39,2320.85,2597.92,11357.07,95.83,1671.4,1.3398,68.29
2013-02-08,1833.16,961.812,1517.93,2320.76,2630.3,11153.16,95.72,1667.25,1.3365,68.92
2013-02-11,1834.04,962.314,1517.01,2321.13,2622.61,,97.03,1648.07,1.3406,69.02
2013-02-12,1831.56,962.52,1519.43,2321.3,2648.83,11369.12,97.51,1651.33,1.3454,69.54
2013-02-13,1829.79,963.986,1520.33,2322.05,2656.86,11251.41,97.01,1642.5,1.3452,69.5
2013-02-14,1832.94,964.486,1521.38,2322.6,2635.35,11307.28,97.31,1634.85,1.3363,69.21
2013-02-15,1832.38,964.992,1519.79,2323.61,2615.26,11173.83,95.86,1610.15,1.336,69.24
2013-02-18,,965.574,,2324.57,2616.65,11407.87,,1609.78,1.3351,
2013-02-19,1831.36,965.976,1530.94,2325.54,2662.37,11372.34,96.66,1605.05,1.3388,69.79
2013-02-20,1831.73,966.602,1511.95,2326.24,2640.35,11468.28,94.46,1564.55,1.3283,69.34
2013-02-21,1833.93,965.575,1502.42,2326.51,2579.76,11309.13,92.84,1576.27,1.319,68.82
2013-02-22,1834.73,966.236,1515.6,2326.38,2630.05,11385.94,93.13,1581.16,1.3194,69.51
2013-02-25,1839.47,967.899,1487.85,2327.63,2651.86,11662.52,93.11,1593.46,1.3063,68.19
2013-02-26,1840.44,967.1,1496.94,2327.61,2570.52,11398.81,92.63,1613.76,1.3061,68.66
2013-02-27,1839.29,968.106,1515.99,2327.66,2611.89,11253.97,92.76,1597.1,1.3139,69.16
2013-02-28,1840.67,969.526,1514.68,2327.91,2633.55,11559.36,92.05,1579.61,1.3057,69.09
2013-03-01,1842.17,969.663,1518.2,2327.82,2616.75,11606.38,90.68,1576.18,1.3022,69.32
2013-03-04,1841.13,970.453,1525.2,2328.82,2619.78,11652.29,90.12,1573.83,1.3026,69.84
2013-03-05,1840.35,971.927,1539.79,2329.43,2683.02,11683.45,90.82,1575.5,1.3052,70.39
2013-03-06,1837.63,972.758,1541.46,2330.1,2679.89,11932.27,90.43,1583.97,1.2967,70.18
2013-03-07,1833.99,973.412,1544.26,2332.06,2690.85,11968.08,91.56,1579.0,1.3107,69.85
2013-03-08,1830.28,973.742,1551.18,2332.74,2728.78,12283.62,91.95,1578.97,1.3005,69.97
2013-03-11,1830.73,974.505,1556.22,2335.17,2718.71,12349.05,92.06,1581.6,1.3046,70.03
2013-03-12,1833.23,975.247,1552.48,2336.66,2711.85,12314.81,92.54,1592.8,1.3034,69.77
2013-03-13,1833.54,975.622,1554.52,2338.11,2704.73,12239.66,92.52,1587.7,1.2961,69.84
2013-03-14,1832.99,976.471,1563.23,2339.13,2744.7,12381.19,93.03,1590.19,1.3005,70.28
2013-03-15,1835.18,977.295,1560.7,2339.69,2725.72,12560.95,93.45,1592.1,1.3076,70.44
2013-03-18,1837.42,977.214,1552.1,2340.33,2705.47,12220.63,93.74,1605.49,1.2957,70.05
2013-03-19,1840.48,977.61,1548.34,2340.33,2671.96,12468.23,92.16,1612.87,1.2882,69.71
2013-03-20,1838.09,978.002,1558.71,2341.57,2708.9,,92.96,1606.92,1.2933,69.93
2013-03-21,1838.4,978.125,1545.8,2342.2,2683.92,12635.69,92.45,1614.85,1.2899,69.72
2013-03-22,1839.33,978.108,1556.89,2342.74,2681.67,12338.53,93.71,1608.55,1.2989,69.55
2013-03-25,1839.67,978.834,1551.69,2344.12,2649.28,12546.46,94.81,1605.3,1.2853,69.56
2013-03-26,1840.01,978.943,1563.77,2344.88,2641.12,12471.62,96.34,1600.05,1.2861,70.16
2013-03-27,1842.83,978.808,1562.85,2345.52,2612.46,12493.79,96.58,1605.27,1.278,70.29
2013-03-28,1842.14,979.103,1569.19,2346.16,2624.02,12335.96,97.23,1596.97,1.2816,70.53
2013-03-29,1842.14,,,2346.47,,12397.91,,1597.5,1.2819,
2013-03-31,,979.518,,,,,,,,
2013-04-01,1843.88,980.022,1562.17,2347.21,,12135.02,97.07,1599.52,1.2849,70.74
2013-04-02,1843.01,980.707,1570.25,2347.33,2679.8,12003.43,97.19,1575.89,1.282,70.96
2013-04-03,1846.7,981.127,1553.69,2348.11,2639.01,12362.2,94.45,1557.9,1.285,70.71
2013-04-04,1851.51,981.415,1559.98,2348.73,2621.43,12634.54,93.26,1554.8,1.2936,71.86
2013-04-05,1856.81,980.655,1553.28,2348.74,2585.28,12833.64,92.7,1581.25,1.2991,72.25
2013-04-08,1854.5,981.488,1563.07,2349.63,2589.25,13192.59,93.36,1573.47,1.3009,72.83
2013-04-09,1853.84,982.519,1568.61,2350.29,2595.13,13192.35,94.2,1585.35,1.3083,72.84
2013-04-10,1850.28,984.423,1587.73,2351.14,2661.62,13288.13,94.64,1558.42,1.307,73.29
2013-04-11,1851.51,986.574,1593.37,2352.2,2674.33,13549.16,93.51,1561.5,1.3099,73.72
2013-04-12,1856.14,987.28,1588.85,2353.43,2633.47,13485.14,91.29,1482.75,1.3113,73.9
2013-04-15,1857.71,986.34,1552.36,2354.5,2624.71,13275.66,88.71,1348.21,1.3036,72.37
2013-04-16,1856.44,986.392,1574.57,2355.0,2609.3,13221.44,88.72,1367.36,1.3177,73.57
2013-04-17,1857.38,985.832,1552.01,2355.32,2553.49,13382.89,86.68,1376.25,1.3032,72.79
2013-04-18,1858.55,985.995,1541.61,2355.62,2555.5,13220.07,87.73,1390.5,1.3051,72.68
2013-04-19,1857.46,986.298,1555.25,2356.06,2575.16,13316.48,88.01,1403.79,1.3052,73.8
2013-04-22,1858.15,987.487,1562.5,2356.91,2583.62,13568.37,88.76,1426.45,1.3066,73.7
2013-04-23,1858.26,989.218,1578.78,2357.81,2662.88,13529.65,89.18,1413.0,1.2996,74.11
2013-04-24,1858.58,990.791,1578.79,2358.19,2702.05,13843.46,91.43,1431.99,1.3015,74.266
2013-04-25,1857.8,992.534,1585.16,2358.7,2704.41,13926.08,93.64,1467.9,1.3011,74.02
2013-04-26,1861.17,993.651,1582.24,2359.48,2683.43,13884.13,93.0,1461.92,1.303,73.78
2013-04-29,1861.24,995.877,1593.61,2360.69,2717.38,,94.5,1475.84,1.3099,74.41
2013-04-30,1860.78,997.708,1597.57,2361.1,2712.0,13860.86,93.46,1476.71,1.3168,75.28
2013-05-01,1863.33,1000.044,1582.7,2361.61,2711.74,13799.35,91.03,1457.64,1.318,74.68
2013-05-02,1863.63,1001.547,1597.59,2362.31,2718.9,13694.04,93.99,1467.07,1.3065,75.17
2013-05-03,1855.85,1003.607,1614.42,2363.25,2763.68,,95.61,1470.75,1.3114,75.47
2013-05-06,1854.52,1004.702,1617.5,2364.55,2750.52,,96.16,1469.46,1.3076,75.86
2013-05-07,1854.02,1006.892,1625.96,2366.16,2769.08,14180.24,95.62,1452.7,1.3079,76.28
2013-05-08,1855.82,1007.177,1632.69,2367.36,2784.62,14285.69,96.62,1473.94,1.3153,76.32
2013-05-09,1854.63,1007.512,1626.67,2368.44,2773.16,14191.48,96.39,1458.15,1.3043,75.82
2013-05-10,1848.36,1006.197,1633.7,2368.71,2785.24,14607.54,96.04,1448.55,1.2989,76.1
2013-05-13,1847.17,1003.92,1633.77,2369.64,2777.39,14782.21,95.17,1430.59,1.2975,76.46
2013-05-14,1844.97,1003.097,1650.34,2369.76,2795.63,14758.42,94.21,1425.46,1.292,76.74
2013-05-15,1845.37,1002.691,1658.78,2369.92,2809.58,15096.03,94.3,1393.03,1.2887,77.5
2013-05-16,1851.04,1002.812,1650.47,2370.57,2806.7,15037.24,95.16,1385.97,1.2882,77.1
2013-05-17,1844.56,1002.801,1667.47,2370.81,2817.99,15138.12,96.02,1359.5,1.2839,77.53
2013-05-20,1843.73,1003.862,1666.29,2371.8,2824.5,15360.81,96.71,1393.85,1.2882,77.71
2013-05-21,1845.58,1004.129,1669.16,2372.31,2821.65,15381.02,96.16,1376.29,1.2906,78.15
2013-05-22,1840.0,1004.176,1655.35,2372.95,2835.01,15627.26,94.28,1370.27,1.2858,76.25
2013-05-23,1839.54,1000.464,1650.51,2371.12,2776.78,14483.98,94.25,1391.05,1.2934,74.82
2013-05-24,1840.35,999.847,1649.6,2370.19,2764.29,14612.45,94.15,1386.64,1.2932,74.63
2013-05-27,,1000.43,,2371.11,2795.0,14142.65,,1394.78,1.2931,
2013-05-28,1830.98,999.75,1660.06,2370.62,2835.87,14311.98,95.01,1381.12,1.2856,73.99
2013-05-29,1830.99,994.551,1648.36,2368.28,2786.54,14326.46,93.13,1392.95,1.2941,72.42
2013-05-30,1830.72,994.339,1654.41,2366.75,2799.2,13589.03,93.61,1414.0,1.305,71.74
2013-05-31,1827.58,992.411,1630.74,2365.57,2769.64,13774.54,91.97,1387.8,1.2999,70.78
2013-06-03,1828.43,988.877,1640.42,2365.11,2747.74,13261.82,93.45,1411.35,1.3076,71.18
2013-06-04,1825.77,987.449,1631.38,2363.89,2755.7,13533.76,93.31,1399.56,1.3081,70.19
2013-06-05,1826.42,980.639,1608.9,2361.72,2709.33,13014.87,93.74,1403.43,1.3093,69.61
2013-06-06,1828.37,979.56,1622.56,2359.44,2676.21,12904.02,94.76,1413.97,1.3246,70.73
2013-06-07,1822.75,984.449,1643.38,2359.59,2724.08,12877.53,96.03,1382.97,1.3218,70.74
2013-06-10,1819.65,983.968,1642.81,2360.92,2719.4,13514.2,95.77,1386.5,1.3257,70.13
2013-06-11,1819.79,977.167,1626.13,2358.96,2683.2,13317.62,95.38,1378.33,1.3313,69.09
2013-06-12,1816.96,978.224,1612.52,2359.53,2666.52,13289.32,95.88,1389.02,1.3337,68.15
2013-06-13,1821.52,976.446,1636.36,2359.7,2661.71,12445.38,96.69,1386.15,1.3375,69.92
2013-06-14,1826.38,979.75,1626.73,2359.81,2667.32,12686.52,97.85,1390.67,1.3347,70.18
2013-06-17,1824.01,981.929,1639.04,2361.05,2702.69,13033.12,97.77,1385.27,1.3367,70.38
2013-06-18,1823.69,982.159,1651.81,2361.71,2700.93,13007.28,98.44,1367.67,1.3392,70.74
2013-06-19,1812.74,981.841,1628.93,2362.03,2683.98,13245.22,98.24,1351.31,1.3295,68.57
2013-06-20,1801.56,969.265,1588.19,2359.53,2586.45,13014.58,95.4,1284.97,1.322,65.72
2013-06-21,1793.27,967.01,1592.43,2358.28,2549.48,13230.13,93.69,1296.42,1.3122,66.61
